year,domain,region,psu,strata,weight,hhsize,income,povline
2023,D05,R1,D05_P3,R1,87.48,3,11616.17,8007.27
2023,D05,R1,D05_P3,R1,80.44,3,16463.11,8007.27
2023,D05,R1,D05_P3,R1,103.33,1,17565.01,8007.27
2023,D05,R1,D05_P3,R1,108.21,1,13123.27,8007.27
2022,D06,R1,D06_P1,R1,107.63,2,11545.37,7860.87
2022,D06,R1,D06_P1,R1,91.02,4,12674.67,7860.87
2022,D06,R1,D06_P1,R1,104.48,1,11937.86,7860.87
2022,D06,R1,D06_P1,R1,95.8,4,15547.08,7860.87
2022,D06,R1,D06_P1,R1,111.71,4,17902.96,7860.87
2022,D06,R1,D06_P1,R1,85.07,2,20905.45,7860.87
2022,D06,R1,D06_P1,R1,84.04,4,10377.06,7860.87
2022,D06,R1,D06_P1,R1,115.28,1,12975.47,7860.87
2022,D06,R1,D06_P2,R1,96.62,5,20997.89,7860.87
2022,D06,R1,D06_P2,R1,89.18,1,28419.32,7860.87
2022,D06,R1,D06_P2,R1,114.33,1,36595.96,7860.87
2022,D06,R1,D06_P2,R1,84.55,1,13943.98,7860.87
2022,D06,R1,D06_P2,R1,89.07,2,17021.97,7860.87
2022,D06,R1,D06_P2,R1,97.92,6,16676.51,7860.87
2022,D06,R1,D06_P2,R1,86.19,2,20961.98,7860.87
2022,D06,R1,D06_P2,R1,92.85,5,13102.13,7860.87
2022,D06,R1,D06_P3,R1,92.73,1,58542.33,7860.87
2022,D06,R1,D06_P3,R1,117.91,1,21612.47,7860.87
2022,D06,R1,D06_P3,R1,80.81,3,17872.96,7860.87
2022,D06,R1,D06_P3,R1,84.7,2,20163.02,7860.87
2022,D06,R1,D06_P3,R1,98.5,1,15677.26,7860.87
2022,D06,R1,D06_P3,R1,116.61,2,5097.4,7860.87
2022,D06,R1,D06_P3,R1,107.14,2,19121.35,7860.87
2022,D06,R1,D06_P3,R1,108.65,2,18884.61,7860.87
2022,D06,R1,D06_P4,R1,114.25,2,27958.29,7860.87
2022,D06,R1,D06_P4,R1,105.59,1,27054.33,7860.87
2022,D06,R1,D06_P4,R1,108.96,2,17303.24,7860.87
2022,D06,R1,D06_P4,R1,83.63,2,16570.52,7860.87
2022,D06,R1,D06_P4,R1,99.24,1,61795.81,7860.87
2022,D06,R1,D06_P4,R1,90.12,3,12788.14,7860.87
2022,D06,R1,D06_P4,R1,83.64,3,15839.09,7860.87
2022,D06,R1,D06_P4,R1,112.75,3,20394.62,7860.87
2022,D06,R1,D06_P5,R1,111.9,2,12995.87,7860.87
2022,D06,R1,D06_P5,R1,118.79,3,9503.25,7860.87
2022,D06,R1,D06_P5,R1,94.12,2,7262.96,7860.87
2022,D06,R1,D06_P5,R1,106.93,3,9996.47,7860.87
2022,D06,R1,D06_P5,R1,102.75,3,23577.22,7860.87
2022,D06,R1,D06_P5,R1,95.0,1,16381.76,7860.87
2022,D06,R1,D06_P5,R1,93.4,4,5417.99,7860.87
2022,D06,R1,D06_P5,R1,87.31,1,13629.33,7860.87
2022,D06,R1,D06_P6,R1,93.55,3,27731.19,7860.87
2022,D06,R1,D06_P6,R1,87.77,4,25260.25,7860.87
2022,D06,R1,D06_P6,R1,100.64,2,16631.35,7860.87
2022,D06,R1,D06_P6,R1,114.52,2,14805.8,7860.87
2022,D06,R1,D06_P6,R1,96.12,3,18296.13,7860.87
2022,D06,R1,D06_P6,R1,82.53,4,78151.2,7860.87
2022,D06,R1,D06_P6,R1,90.92,1,13451.07,7860.87
2022,D06,R1,D06_P6,R1,106.8,1,22171.92,7860.87
2023,D06,R1,D06_P1,R1,108.63,4,13636.6,8007.27
2023,D06,R1,D06_P1,R1,83.2,3,27903.85,8007.27
2023,D06,R1,D06_P1,R1,102.19,4,15734.21,8007.27
2023,D06,R1,D06_P1,R1,118.74,3,10221.04,8007.27
2023,D06,R1,D06_P1,R1,101.81,1,8583.27,8007.27
2023,D06,R1,D06_P1,R1,84.46,4,9790.6,8007.27
2023,D06,R1,D06_P1,R1,84.43,3,24660.35,8007.27
2023,D06,R1,D06_P1,R1,111.5,1,27046.65,8007.27
2023,D06,R1,D06_P2,R1,107.61,2,10397.47,8007.27
2023,D06,R1,D06_P2,R1,112.32,3,36699.63,8007.27
2023,D06,R1,D06_P2,R1,97.44,4,38762.65,8007.27
2023,D06,R1,D06_P2,R1,90.82,3,17546.74,8007.27
2023,D06,R1,D06_P2,R1,85.28,1,53267.91,8007.27
2023,D06,R1,D06_P2,R1,85.64,1,16187.55,8007.27
2023,D06,R1,D06_P2,R1,83.53,2,33984.23,8007.27
2023,D06,R1,D06_P2,R1,111.77,4,14286.54,8007.27
2023,D06,R1,D06_P3,R1,104.98,7,19459.96,8007.27
2023,D06,R1,D06_P3,R1,116.46,3,11575.5,8007.27
2023,D06,R1,D06_P3,R1,103.24,3,18266.79,8007.27
2023,D06,R1,D06_P3,R1,94.97,3,26883.07,8007.27
2023,D06,R1,D06_P3,R1,95.89,3,14255.27,8007.27
2023,D06,R1,D06_P3,R1,90.05,4,15421.27,8007.27
2023,D06,R1,D06_P3,R1,88.84,1,11078.37,8007.27
2023,D06,R1,D06_P3,R1,95.82,1,10822.62,8007.27
2023,D06,R1,D06_P4,R1,87.19,1,43798.2,8007.27
2023,D06,R1,D06_P4,R1,108.5,4,24443.49,8007.27
2023,D06,R1,D06_P4,R1,119.79,4,30318.88,8007.27
2023,D06,R1,D06_P4,R1,82.79,2,20606.41,8007.27
2023,D06,R1,D06_P4,R1,113.92,2,7428.94,8007.27
2023,D06,R1,D06_P4,R1,109.64,2,23320.13,8007.27
2023,D06,R1,D06_P4,R1,103.94,3,27945.24,8007.27
2023,D06,R1,D06_P4,R1,90.84,2,20468.87,8007.27
2023,D06,R1,D06_P5,R1,109.62,4,7439.6,8007.27
2023,D06,R1,D06_P5,R1,107.37,2,7579.74,8007.27
2023,D06,R1,D06_P5,R1,95.89,2,6363.08,8007.27
2023,D06,R1,D06_P5,R1,117.06,4,8007.63,8007.27
2023,D06,R1,D06_P5,R1,86.12,2,8003.56,8007.27
2023,D06,R1,D06_P5,R1,87.11,1,4657.04,8007.27
2023,D06,R1,D06_P5,R1,102.15,4,5946.94,8007.27
2023,D06,R1,D06_P5,R1,117.32,2,4591.96,8007.27
2023,D06,R1,D06_P6,R1,91.94,6,21397.89,8007.27
2023,D06,R1,D06_P6,R1,84.21,3,26168.42,8007.27
2023,D06,R1,D06_P6,R1,82.57,3,11704.69,8007.27
2023,D06,R1,D06_P6,R1,85.77,3,22548.17,8007.27
2023,D06,R1,D06_P6,R1,114.83,2,23806.43,8007.27
2023,D06,R1,D06_P6,R1,105.18,5,35311.95,8007.27
2023,D06,R1,D06_P6,R1,93.17,2,17154.09,8007.27
2023,D06,R1,D06_P6,R1,118.01,2,18983.77,8007.27
2022,D07,R1,D07_P1,R1,108.21,2,10449.07,7860.87
2022,D07,R1,D07_P1,R1,84.7,2,8626.03,7860.87
2022,D07,R1,D07_P1,R1,81.54,2,11416.38,7860.87
2022,D07,R1,D07_P1,R1,94.94,1,16478.69,7860.87
2022,D07,R1,D07_P1,R1,109.79,3,10948.37,7860.87
2022,D07,R1,D07_P1,R1,101.31,2,10426.46,7860.87
2022,D07,R1,D07_P1,R1,81.94,3,6096.91,7860.87
2022,D07,R1,D07_P1,R1,107.97,2,14806.52,7860.87
2022,D07,R1,D07_P2,R1,100.36,3,17285.57,7860.87
2022,D07,R1,D07_P2,R1,90.94,2,13488.74,7860.87
2022,D07,R1,D07_P2,R1,88.76,3,9659.84,7860.87
2022,D07,R1,D07_P2,R1,92.19,1,14715.88,7860.87
2022,D07,R1,D07_P2,R1,100.35,2,8963.75,7860.87
2022,D07,R1,D07_P2,R1,100.53,1,14267.23,7860.87
2022,D07,R1,D07_P2,R1,86.09,3,20113.5,7860.87
2022,D07,R1,D07_P2,R1,116.48,4,21935.46,7860.87
2022,D07,R1,D07_P3,R1,98.9,4,9140.73,7860.87
2022,D07,R1,D07_P3,R1,96.68,1,29672.99,7860.87
2022,D07,R1,D07_P3,R1,87.23,2,10626.6,7860.87
2022,D07,R1,D07_P3,R1,85.32,2,17840.79,7860.87
2022,D07,R1,D07_P3,R1,115.26,3,27348.75,7860.87
2022,D07,R1,D07_P3,R1,118.57,2,12278.3,7860.87
2022,D07,R1,D07_P3,R1,109.71,2,4770.88,7860.87
2022,D07,R1,D07_P3,R1,93.4,3,7194.8,7860.87
2022,D07,R1,D07_P4,R1,86.43,5,18504.59,7860.87
2022,D07,R1,D07_P4,R1,107.54,3,7002.1,7860.87
2022,D07,R1,D07_P4,R1,85.81,1,9125.61,7860.87
2022,D07,R1,D07_P4,R1,118.39,3,9340.59,7860.87
2022,D07,R1,D07_P4,R1,105.13,3,12617.24,7860.87
2022,D07,R1,D07_P4,R1,82.8,3,15685.78,7860.87
2022,D07,R1,D07_P4,R1,107.7,3,19763.43,7860.87
2022,D07,R1,D07_P4,R1,97.32,1,18108.84,7860.87
2022,D07,R1,D07_P5,R1,95.18,4,12963.19,7860.87
2022,D07,R1,D07_P5,R1,117.26,3,9330.67,7860.87
2022,D07,R1,D07_P5,R1,99.18,3,14020.92,7860.87
2022,D07,R1,D07_P5,R1,115.46,3,5133.12,7860.87
2022,D07,R1,D07_P5,R1,115.07,3,23764.16,7860.87
2022,D07,R1,D07_P5,R1,116.91,2,8766.91,7860.87
2022,D07,R1,D07_P5,R1,80.38,1,15982.3,7860.87
2022,D07,R1,D07_P5,R1,95.64,3,13015.89,7860.87
2022,D07,R1,D07_P6,R1,113.09,3,8021.39,7860.87
2022,D07,R1,D07_P6,R1,91.65,1,12244.44,7860.87
2022,D07,R1,D07_P6,R1,94.87,4,17185.35,7860.87
2022,D07,R1,D07_P6,R1,98.97,2,9441.89,7860.87
2022,D07,R1,D07_P6,R1,93.49,5,6584.94,7860.87
2022,D07,R1,D07_P6,R1,105.57,5,5367.47,7860.87
2022,D07,R1,D07_P6,R1,87.29,2,22253.83,7860.87
2022,D07,R1,D07_P6,R1,87.29,3,13324.95,7860.87
2023,D07,R1,D07_P1,R1,80.47,4,16066.85,8007.27
2023,D07,R1,D07_P1,R1,112.64,2,9075.31,8007.27
2023,D07,R1,D07_P1,R1,119.43,3,7643.44,8007.27
2023,D07,R1,D07_P1,R1,81.06,3,3525.79,8007.27
2023,D07,R1,D07_P1,R1,111.28,2,7856.88,8007.27
2023,D07,R1,D07_P1,R1,116.64,2,6470.59,8007.27
2023,D07,R1,D07_P1,R1,90.35,2,7311.15,8007.27
2023,D07,R1,D07_P1,R1,98.71,1,11757.36,8007.27
2023,D07,R1,D07_P2,R1,111.45,2,10954.67,8007.27
2023,D07,R1,D07_P2,R1,119.39,3,6550.68,8007.27
2023,D07,R1,D07_P2,R1,110.68,3,21190.52,8007.27
2023,D07,R1,D07_P2,R1,119.65,2,11671.75,8007.27
2023,D07,R1,D07_P2,R1,119.68,2,7688.13,8007.27
2023,D07,R1,D07_P2,R1,102.26,1,10300.26,8007.27
2023,D07,R1,D07_P2,R1,102.51,2,21025.45,8007.27
2023,D07,R1,D07_P2,R1,108.16,4,15005.48,8007.27
2023,D07,R1,D07_P3,R1,89.23,3,27637.18,8007.27
2023,D07,R1,D07_P3,R1,110.22,4,8793.63,8007.27
2023,D07,R1,D07_P3,R1,111.7,4,9111.22,8007.27
2023,D07,R1,D07_P3,R1,113.92,4,9414.98,8007.27
2023,D07,R1,D07_P3,R1,115.94,2,8353.82,8007.27
2023,D07,R1,D07_P3,R1,107.31,2,11380.49,8007.27
2023,D07,R1,D07_P3,R1,83.06,2,12302.97,8007.27
2023,D07,R1,D07_P3,R1,109.77,2,9054.53,8007.27
2023,D07,R1,D07_P4,R1,99.6,4,7100.6,8007.27
2023,D07,R1,D07_P4,R1,114.37,2,9862.52,8007.27
2023,D07,R1,D07_P4,R1,81.1,2,23903.51,8007.27
2023,D07,R1,D07_P4,R1,102.74,2,7905.8,8007.27
2023,D07,R1,D07_P4,R1,116.57,2,14568.0,8007.27
2023,D07,R1,D07_P4,R1,105.32,2,2409.74,8007.27
2023,D07,R1,D07_P4,R1,91.03,3,9230.42,8007.27
2023,D07,R1,D07_P4,R1,87.3,4,8022.61,8007.27
2023,D07,R1,D07_P5,R1,118.91,4,4934.04,8007.27
2023,D07,R1,D07_P5,R1,93.03,3,8981.23,8007.27
2023,D07,R1,D07_P5,R1,99.13,1,10483.72,8007.27
2023,D07,R1,D07_P5,R1,82.96,4,22046.62,8007.27
2023,D07,R1,D07_P5,R1,105.55,2,23716.76,8007.27
2023,D07,R1,D07_P5,R1,99.52,2,5892.21,8007.27
2023,D07,R1,D07_P5,R1,93.55,3,8052.74,8007.27
2023,D07,R1,D07_P5,R1,97.7,2,6351.11,8007.27
2023,D07,R1,D07_P6,R1,107.11,1,4054.27,8007.27
2023,D07,R1,D07_P6,R1,82.5,2,29884.86,8007.27
2023,D07,R1,D07_P6,R1,95.37,1,8669.77,8007.27
2023,D07,R1,D07_P6,R1,83.14,3,7461.25,8007.27
2023,D07,R1,D07_P6,R1,102.45,4,21551.34,8007.27
2023,D07,R1,D07_P6,R1,94.49,5,6289.07,8007.27
2023,D07,R1,D07_P6,R1,86.92,1,6791.82,8007.27
2023,D07,R1,D07_P6,R1,106.77,1,8435.94,8007.27
2022,D08,R1,D08_P1,R1,116.36,3,7151.38,7860.87
2022,D08,R1,D08_P1,R1,99.44,2,6772.46,7860.87
2022,D08,R1,D08_P1,R1,99.48,3,7664.58,7860.87
2022,D08,R1,D08_P1,R1,102.22,4,4175.08,7860.87
2022,D08,R1,D08_P1,R1,85.07,5,5738.28,7860.87
2022,D08,R1,D08_P1,R1,100.06,2,6255.06,7860.87
2022,D08,R1,D08_P1,R1,98.3,3,4746.28,7860.87
2022,D08,R1,D08_P1,R1,106.46,3,3099.84,7860.87
2022,D08,R1,D08_P2,R1,114.54,2,3928.36,7860.87
2022,D08,R1,D08_P2,R1,104.24,3,7281.32,7860.87
2022,D08,R1,D08_P2,R1,98.65,2,2400.02,7860.87
2022,D08,R1,D08_P2,R1,85.37,2,7535.93,7860.87
2022,D08,R1,D08_P2,R1,91.28,3,4651.22,7860.87
2022,D08,R1,D08_P2,R1,101.16,3,9591.44,7860.87
2022,D08,R1,D08_P2,R1,98.27,1,6426.97,7860.87
2022,D08,R1,D08_P2,R1,102.35,3,3816.45,7860.87
2022,D08,R1,D08_P3,R1,99.28,3,6632.86,7860.87
2022,D08,R1,D08_P3,R1,106.96,2,2821.8,7860.87
2022,D08,R1,D08_P3,R1,100.05,3,11517.4,7860.87
2022,D08,R1,D08_P3,R1,82.14,3,6207.07,7860.87
2022,D08,R1,D08_P3,R1,80.58,3,10728.88,7860.87
2022,D08,R1,D08_P3,R1,96.74,2,3498.95,7860.87
2022,D08,R1,D08_P3,R1,116.44,1,5985.1,7860.87
2022,D08,R1,D08_P3,R1,87.54,3,6641.02,7860.87
2022,D08,R1,D08_P4,R1,100.0,3,4413.74,7860.87
2022,D08,R1,D08_P4,R1,96.63,3,2571.48,7860.87
2022,D08,R1,D08_P4,R1,105.39,3,3278.31,7860.87
2022,D08,R1,D08_P4,R1,97.96,2,7009.51,7860.87
2022,D08,R1,D08_P4,R1,116.2,2,10231.29,7860.87
2022,D08,R1,D08_P4,R1,83.08,3,3396.07,7860.87
2022,D08,R1,D08_P4,R1,83.96,3,5358.28,7860.87
2022,D08,R1,D08_P4,R1,102.97,3,2248.42,7860.87
2022,D08,R1,D08_P5,R1,83.98,3,6415.5,7860.87
2022,D08,R1,D08_P5,R1,98.0,4,6976.08,7860.87
2022,D08,R1,D08_P5,R1,97.15,2,1621.95,7860.87
2022,D08,R1,D08_P5,R1,97.21,1,4787.78,7860.87
2022,D08,R1,D08_P5,R1,86.62,2,5335.01,7860.87
2022,D08,R1,D08_P5,R1,114.92,1,7345.16,7860.87
2022,D08,R1,D08_P5,R1,81.91,3,7739.98,7860.87
2022,D08,R1,D08_P5,R1,115.88,3,4773.1,7860.87
2022,D08,R1,D08_P6,R1,84.41,4,5248.14,7860.87
2022,D08,R1,D08_P6,R1,105.99,2,3164.22,7860.87
2022,D08,R1,D08_P6,R1,103.61,2,6354.01,7860.87
2022,D08,R1,D08_P6,R1,89.58,1,2523.2,7860.87
2022,D08,R1,D08_P6,R1,92.36,2,3787.09,7860.87
2022,D08,R1,D08_P6,R1,86.48,2,4892.46,7860.87
2022,D08,R1,D08_P6,R1,89.02,4,3737.78,7860.87
2022,D08,R1,D08_P6,R1,117.44,2,5725.89,7860.87
2023,D08,R1,D08_P1,R1,83.65,2,3824.33,8007.27
2023,D08,R1,D08_P1,R1,92.84,2,12829.45,8007.27
2023,D08,R1,D08_P1,R1,84.64,2,4207.18,8007.27
2023,D08,R1,D08_P1,R1,93.26,1,9396.09,8007.27
2023,D08,R1,D08_P1,R1,87.05,5,6561.17,8007.27
2023,D08,R1,D08_P1,R1,104.62,5,7400.61,8007.27
2023,D08,R1,D08_P1,R1,91.83,3,7403.32,8007.27
2023,D08,R1,D08_P1,R1,102.85,3,4673.77,8007.27
2023,D08,R1,D08_P2,R1,113.42,3,6599.9,8007.27
2023,D08,R1,D08_P2,R1,103.74,5,7894.25,8007.27
2023,D08,R1,D08_P2,R1,107.42,3,7681.52,8007.27
2023,D08,R1,D08_P2,R1,91.8,2,3120.43,8007.27
2023,D08,R1,D08_P2,R1,119.42,2,4061.39,8007.27
2023,D08,R1,D08_P2,R1,112.99,3,5149.62,8007.27
2023,D08,R1,D08_P2,R1,108.26,1,5059.21,8007.27
2023,D08,R1,D08_P2,R1,115.14,1,6519.83,8007.27
2023,D08,R1,D08_P3,R1,105.54,1,9315.68,8007.27
2023,D08,R1,D08_P3,R1,105.76,1,7577.41,8007.27
2023,D08,R1,D08_P3,R1,107.75,2,9554.41,8007.27
2023,D08,R1,D08_P3,R1,114.77,1,10092.91,8007.27
2023,D08,R1,D08_P3,R1,95.14,3,7140.72,8007.27
2023,D08,R1,D08_P3,R1,112.24,3,9142.73,8007.27
2023,D08,R1,D08_P3,R1,108.05,4,3569.3,8007.27
2023,D08,R1,D08_P3,R1,93.98,3,2394.47,8007.27
2023,D08,R1,D08_P4,R1,100.97,4,5034.63,8007.27
2023,D08,R1,D08_P4,R1,106.38,3,3640.95,8007.27
2023,D08,R1,D08_P4,R1,112.8,2,8559.52,8007.27
2023,D08,R1,D08_P4,R1,107.51,1,4073.2,8007.27
2023,D08,R1,D08_P4,R1,112.38,1,4962.63,8007.27
2023,D08,R1,D08_P4,R1,111.26,2,4167.3,8007.27
2023,D08,R1,D08_P4,R1,113.13,2,8249.92,8007.27
2023,D08,R1,D08_P4,R1,100.7,1,3174.42,8007.27
2023,D08,R1,D08_P5,R1,90.62,3,5037.9,8007.27
2023,D08,R1,D08_P5,R1,105.39,4,4245.91,8007.27
2023,D08,R1,D08_P5,R1,86.81,1,4582.84,8007.27
2023,D08,R1,D08_P5,R1,114.19,1,7138.15,8007.27
2023,D08,R1,D08_P5,R1,106.47,1,11394.37,8007.27
2023,D08,R1,D08_P5,R1,90.54,3,2427.41,8007.27
2023,D08,R1,D08_P5,R1,88.11,4,6819.81,8007.27
2023,D08,R1,D08_P5,R1,107.25,3,3304.95,8007.27
2023,D08,R1,D08_P6,R1,112.61,3,8063.69,8007.27
2023,D08,R1,D08_P6,R1,97.67,2,5860.9,8007.27
2023,D08,R1,D08_P6,R1,97.82,2,4586.39,8007.27
2023,D08,R1,D08_P6,R1,117.9,2,4904.02,8007.27
2023,D08,R1,D08_P6,R1,114.67,4,5614.85,8007.27
2023,D08,R1,D08_P6,R1,108.68,4,3087.66,8007.27
2023,D08,R1,D08_P6,R1,96.76,3,3240.14,8007.27
2023,D08,R1,D08_P6,R1,80.31,1,2486.86,8007.27
2022,D09,R2,D09_P1,R2,115.35,2,15044.11,7860.87
2022,D09,R2,D09_P1,R2,99.97,6,16561.94,7860.87
2022,D09,R2,D09_P1,R2,106.22,4,9927.23,7860.87
2022,D09,R2,D09_P1,R2,86.21,1,21095.51,7860.87
2022,D09,R2,D09_P1,R2,104.18,3,14546.41,7860.87
2022,D09,R2,D09_P1,R2,115.21,3,11450.04,7860.87
2022,D09,R2,D09_P1,R2,119.12,2,16182.0,7860.87
2022,D09,R2,D09_P1,R2,83.69,2,12083.94,7860.87
2022,D09,R2,D09_P2,R2,96.66,2,12935.57,7860.87
2022,D09,R2,D09_P2,R2,88.04,2,11948.82,7860.87
2022,D09,R2,D09_P2,R2,87.13,5,10157.07,7860.87
2022,D09,R2,D09_P2,R2,118.84,2,16565.74,7860.87
2022,D09,R2,D09_P2,R2,98.97,3,6755.62,7860.87
2022,D09,R2,D09_P2,R2,108.86,5,18934.82,7860.87
2022,D09,R2,D09_P2,R2,91.69,2,7503.28,7860.87
2022,D09,R2,D09_P2,R2,87.81,3,6203.85,7860.87
2022,D09,R2,D09_P3,R2,93.36,1,8535.61,7860.87
2022,D09,R2,D09_P3,R2,115.79,1,13655.34,7860.87
2022,D09,R2,D09_P3,R2,119.49,2,9989.17,7860.87
2022,D09,R2,D09_P3,R2,86.43,1,10881.0,7860.87
2022,D09,R2,D09_P3,R2,119.12,4,14816.04,7860.87
2022,D09,R2,D09_P3,R2,118.11,7,22062.71,7860.87
2022,D09,R2,D09_P3,R2,80.76,3,9860.81,7860.87
2022,D09,R2,D09_P3,R2,104.14,4,9717.95,7860.87
2022,D09,R2,D09_P4,R2,81.22,2,9177.69,7860.87
2022,D09,R2,D09_P4,R2,114.8,4,13426.13,7860.87
2022,D09,R2,D09_P4,R2,81.93,1,7536.56,7860.87
2022,D09,R2,D09_P4,R2,98.74,4,7811.6,7860.87
2022,D09,R2,D09_P4,R2,80.66,4,12332.78,7860.87
2022,D09,R2,D09_P4,R2,114.63,2,6027.45,7860.87
2022,D09,R2,D09_P4,R2,89.24,3,12358.52,7860.87
2022,D09,R2,D09_P4,R2,102.29,3,11634.24,7860.87
2022,D09,R2,D09_P5,R2,84.21,2,8710.99,7860.87
2022,D09,R2,D09_P5,R2,93.72,3,8122.51,7860.87
2022,D09,R2,D09_P5,R2,92.8,3,15168.76,7860.87
2022,D09,R2,D09_P5,R2,119.72,3,9150.57,7860.87
2022,D09,R2,D09_P5,R2,106.42,4,20861.66,7860.87
2022,D09,R2,D09_P5,R2,93.49,3,7163.07,7860.87
2022,D09,R2,D09_P5,R2,99.45,4,10131.22,7860.87
2022,D09,R2,D09_P5,R2,85.61,2,14496.85,7860.87
2022,D09,R2,D09_P6,R2,107.88,1,8534.04,7860.87
2022,D09,R2,D09_P6,R2,91.18,2,13128.08,7860.87
2022,D09,R2,D09_P6,R2,109.75,3,4291.14,7860.87
2022,D09,R2,D09_P6,R2,100.45,1,10096.3,7860.87
2022,D09,R2,D09_P6,R2,100.16,3,10070.9,7860.87
2022,D09,R2,D09_P6,R2,80.6,2,19750.25,7860.87
2022,D09,R2,D09_P6,R2,91.01,3,5185.9,7860.87
2022,D09,R2,D09_P6,R2,99.97,2,11887.91,7860.87
2023,D09,R2,D09_P1,R2,91.46,2,10115.65,8007.27
2023,D09,R2,D09_P1,R2,97.63,3,14631.66,8007.27
2023,D09,R2,D09_P1,R2,92.43,6,10571.86,8007.27
2023,D09,R2,D09_P1,R2,112.21,3,17858.74,8007.27
2023,D09,R2,D09_P1,R2,94.23,5,9089.72,8007.27
2023,D09,R2,D09_P1,R2,80.32,2,13910.37,8007.27
2023,D09,R2,D09_P1,R2,83.95,5,17820.31,8007.27
2023,D09,R2,D09_P1,R2,106.51,2,13152.91,8007.27
2023,D09,R2,D09_P2,R2,108.33,4,17396.39,8007.27
2023,D09,R2,D09_P2,R2,82.92,1,15252.53,8007.27
2023,D09,R2,D09_P2,R2,110.43,1,14078.53,8007.27
2023,D09,R2,D09_P2,R2,111.24,4,13713.44,8007.27
2023,D09,R2,D09_P2,R2,103.5,2,15106.3,8007.27
2023,D09,R2,D09_P2,R2,114.31,2,13345.45,8007.27
2023,D09,R2,D09_P2,R2,87.75,2,13361.04,8007.27
2023,D09,R2,D09_P2,R2,80.22,2,13097.97,8007.27
2023,D09,R2,D09_P3,R2,84.98,1,16090.36,8007.27
2023,D09,R2,D09_P3,R2,115.34,3,6772.06,8007.27
2023,D09,R2,D09_P3,R2,100.08,2,10229.33,8007.27
2023,D09,R2,D09_P3,R2,103.83,3,9548.87,8007.27
2023,D09,R2,D09_P3,R2,82.14,4,7256.83,8007.27
2023,D09,R2,D09_P3,R2,110.32,2,16191.12,8007.27
2023,D09,R2,D09_P3,R2,118.89,2,13523.75,8007.27
2023,D09,R2,D09_P3,R2,95.53,3,8272.66,8007.27
2023,D09,R2,D09_P4,R2,118.89,3,7851.94,8007.27
2023,D09,R2,D09_P4,R2,82.05,3,15675.19,8007.27
2023,D09,R2,D09_P4,R2,90.02,3,10405.57,8007.27
2023,D09,R2,D09_P4,R2,81.26,2,15770.88,8007.27
2023,D09,R2,D09_P4,R2,104.54,3,17938.69,8007.27
2023,D09,R2,D09_P4,R2,81.37,2,11966.51,8007.27
2023,D09,R2,D09_P4,R2,92.25,2,5612.43,8007.27
2023,D09,R2,D09_P4,R2,87.33,1,8175.5,8007.27
2023,D09,R2,D09_P5,R2,103.4,4,15647.53,8007.27
2023,D09,R2,D09_P5,R2,82.2,4,4300.39,8007.27
2023,D09,R2,D09_P5,R2,119.73,1,9228.54,8007.27
2023,D09,R2,D09_P5,R2,93.79,3,22984.65,8007.27
2023,D09,R2,D09_P5,R2,84.74,1,14824.24,8007.27
2023,D09,R2,D09_P5,R2,86.89,2,15189.0,8007.27
2023,D09,R2,D09_P5,R2,109.07,2,23163.81,8007.27
2023,D09,R2,D09_P5,R2,113.68,1,8409.18,8007.27
2023,D09,R2,D09_P6,R2,102.31,2,15702.97,8007.27
2023,D09,R2,D09_P6,R2,97.47,2,7155.13,8007.27
2023,D09,R2,D09_P6,R2,108.67,3,16893.53,8007.27
2023,D09,R2,D09_P6,R2,108.21,5,15304.49,8007.27
2023,D09,R2,D09_P6,R2,100.19,1,6885.57,8007.27
2023,D09,R2,D09_P6,R2,110.7,3,12081.84,8007.27
2023,D09,R2,D09_P6,R2,80.58,3,18241.36,8007.27
2023,D09,R2,D09_P6,R2,108.27,1,10484.91,8007.27
2022,D10,R2,D10_P1,R2,80.27,2,12826.97,7860.87
2022,D10,R2,D10_P1,R2,102.81,6,32815.93,7860.87
2022,D10,R2,D10_P1,R2,96.57,5,13863.73,7860.87
2022,D10,R2,D10_P1,R2,107.19,4,12354.25,7860.87
2022,D10,R2,D10_P1,R2,109.94,5,13105.73,7860.87
2022,D10,R2,D10_P1,R2,83.49,4,9280.2,7860.87
2022,D10,R2,D10_P1,R2,95.74,1,12070.68,7860.87
2022,D10,R2,D10_P1,R2,83.55,2,25611.34,7860.87
2022,D10,R2,D10_P2,R2,100.2,3,19042.26,7860.87
2022,D10,R2,D10_P2,R2,114.84,4,6194.12,7860.87
2022,D10,R2,D10_P2,R2,114.03,3,19228.77,7860.87
2022,D10,R2,D10_P2,R2,81.51,4,12609.23,7860.87
2022,D10,R2,D10_P2,R2,106.74,4,12951.44,7860.87
2022,D10,R2,D10_P2,R2,83.37,4,15873.09,7860.87
2022,D10,R2,D10_P2,R2,119.18,1,6619.72,7860.87
2022,D10,R2,D10_P2,R2,101.19,4,16685.06,7860.87
2022,D10,R2,D10_P3,R2,86.13,6,12882.51,7860.87
2022,D10,R2,D10_P3,R2,115.77,4,12541.46,7860.87
2022,D10,R2,D10_P3,R2,88.41,2,12078.22,7860.87
2022,D10,R2,D10_P3,R2,90.43,2,16362.77,7860.87
2022,D10,R2,D10_P3,R2,115.58,1,12885.48,7860.87
2022,D10,R2,D10_P3,R2,80.3,1,8740.8,7860.87
2022,D10,R2,D10_P3,R2,117.57,3,15668.89,7860.87
